Age,Gender,Department,JobRole,MonthlyIncome,Education,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,OverTime,YearsAtCompany,TotalWorkingYears,DistanceFromHome,PerformanceRating,MaritalStatus,Attrition
49,Male,Sales,Sales Representative,8673.0,4,Travel_Rarely,3,4,3,No,4,7.0,1.0,3,Married,Yes
26,Female,Sales,Manager,16146.0,2,Non-Travel,4,2,1,No,4,10.0,1.0,3,Single,No
41,Male,Sales,Human Resources,4845.0,2,Travel_Rarely,1,1,3,No,11,11.0,1.0,4,Married,Yes
37,Male,Sales,Sales Executive,3975.0,3,Travel_Frequently,3,2,2,No,8,13.0,11.0,3,Single,No
39,Female,Sales,Healthcare Representative,2125.0,3,Travel_Rarely,4,1,1,No,0,6.0,5.0,3,Single,No
25,Male,Sales,Research Director,9202.0,2,Travel_Rarely,3,3,2,Yes,2,7.0,9.0,3,Single,Yes
33,Female,Human Resources,Manufacturing Director,1700.0,4,Travel_Rarely,2,4,4,No,1,7.0,1.0,4,Divorced,No
49,Male,Sales,Manager,12217.0,3,Travel_Rarely,1,3,4,No,11,17.0,14.0,3,Married,No
26,Female,Sales,Research Director,1000.0,5,Travel_Rarely,4,3,3,Yes,0,0.0,9.0,3,Single,Yes
39,Male,Human Resources,Manufacturing Director,7707.0,3,Travel_Rarely,1,3,2,Yes,4,10.0,4.0,3,Single,Yes
45,Male,Sales,Research Scientist,5296.0,4,Travel_Frequently,1,2,2,No,8,16.0,8.0,3,Single,Yes
41,Female,Sales,Research Scientist,5067.0,1,Non-Travel,1,3,2,No,6,11.0,12.0,3,Single,No
49,Female,Research & Development,Research Director,5533.0,3,Non-Travel,4,1,2,Yes,1,1.0,2.0,3,Divorced,Yes
19,Female,Sales,Sales Representative,4059.0,2,Travel_Frequently,1,4,4,No,6,9.0,9.0,3,Single,No
28,Male,Sales,Manager,2321.0,2,Travel_Rarely,2,4,2,No,5,10.0,2.0,4,Divorced,No
32,Female,Research & Development,Human Resources,1000.0,2,Travel_Rarely,2,2,1,Yes,6,10.0,1.0,3,Divorced,Yes
32,Female,Human Resources,Laboratory Technician,10711.0,2,Travel_Rarely,2,3,4,No,4,11.0,6.0,4,Single,No
45,Male,Sales,Sales Representative,8671.0,1,Travel_Frequently,3,1,1,No,1,5.0,11.0,3,Divorced,No
45,Male,Human Resources,Sales Executive,9442.0,3,Travel_Rarely,1,4,1,No,14,14.0,7.0,3,Single,Yes
39,Female,Research & Development,Human Resources,2548.0,5,Travel_Rarely,1,2,4,No,3,11.0,7.0,3,Married,No
36,Female,Sales,Research Scientist,7376.0,1,Travel_Frequently,4,4,1,Yes,2,6.0,7.0,3,Divorced,Yes
40,Female,Research & Development,Manufacturing Director,3567.0,3,Travel_Rarely,1,4,4,No,1,5.0,8.0,3,Married,No
25,Male,Sales,Sales Executive,3459.0,3,Travel_Rarely,3,2,3,No,0,2.0,3.0,3,Single,No
42,Female,Research & Development,Manager,17563.0,3,Travel_Frequently,3,1,4,Yes,1,7.0,1.0,3,Divorced,Yes
35,Female,Research & Development,Sales Executive,5455.0,2,Travel_Rarely,4,2,4,No,0,2.0,10.0,3,Single,No
44,Male,Research & Development,Manager,4001.0,1,Travel_Frequently,1,4,1,Yes,2,6.0,12.0,3,Single,Yes
60,Male,Research & Development,Human Resources,7284.0,3,Travel_Rarely,2,2,3,No,3,5.0,9.0,3,Single,No
51,Female,Sales,Sales Representative,8796.0,3,Travel_Rarely,2,2,2,No,14,18.0,1.0,3,Single,Yes
46,Female,Research & Development,Sales Executive,1739.0,3,Travel_Rarely,1,3,2,No,17,26.0,13.0,3,Single,Yes
36,Male,Research & Development,Manufacturing Director,3611.0,3,Travel_Rarely,4,1,3,Yes,4,8.0,4.0,3,Single,Yes
38,Female,Sales,Research Scientist,1000.0,2,Travel_Rarely,2,4,1,No,5,8.0,6.0,3,Divorced,No
46,Female,Research & Development,Human Resources,4244.0,3,Travel_Rarely,4,3,3,No,2,6.0,1.0,4,Married,Yes
39,Male,Research & Development,Manufacturing Director,3673.0,5,Travel_Rarely,2,2,3,No,2,9.0,12.0,3,Married,No
40,Female,Sales,Human Resources,4543.0,4,Non-Travel,1,1,3,Yes,2,5.0,1.0,3,Single,No
24,Female,Sales,Manufacturing Director,3938.0,3,Non-Travel,2,4,3,No,7,15.0,1.0,3,Divorced,Yes
34,Male,Research & Development,Manager,6336.0,1,Travel_Rarely,2,1,4,No,3,12.0,1.0,3,Single,No
32,Female,Sales,Manager,1000.0,3,Travel_Frequently,4,3,4,Yes,0,7.0,6.0,3,Divorced,Yes
38,Male,Research & Development,Research Director,1153.0,2,Non-Travel,4,1,1,No,7,15.0,1.0,3,Married,Yes
26,Female,Research & Development,Human Resources,5054.0,2,Travel_Rarely,2,4,3,No,3,10.0,3.0,3,Single,Yes
41,Female,Research & Development,Research Scientist,4358.0,2,Travel_Frequently,1,2,3,No,7,9.0,3.0,3,Divorced,No
52,Male,Human Resources,Sales Representative,4081.0,4,Travel_Rarely,4,3,4,No,0,9.0,17.0,3,Married,No
47,Female,Sales,Laboratory Technician,14381.0,3,Travel_Rarely,4,3,3,No,2,6.0,30.0,3,Married,No
55,Female,Human Resources,Research Scientist,1778.0,3,Travel_Rarely,1,4,2,Yes,8,10.0,3.0,3,Married,Yes
42,Male,Sales,Research Director,13614.0,3,Travel_Rarely,3,4,1,No,0,8.0,1.0,3,Married,Yes
39,Male,Research & Development,Research Director,7322.0,1,Non-Travel,4,1,4,No,3,3.0,,3,Divorced,No
39,Male,Research & Development,Human Resources,10116.0,4,Travel_Frequently,1,2,3,Yes,0,7.0,2.0,3,Married,Yes
53,Female,Sales,Human Resources,3717.0,3,Travel_Frequently,3,4,3,No,1,10.0,21.0,3,Single,No
57,Female,Research & Development,Manufacturing Director,1000.0,5,Travel_Rarely,3,1,4,No,1,9.0,1.0,3,Divorced,No
27,Male,Research & Development,Research Scientist,8401.0,3,Travel_Frequently,1,3,1,No,7,13.0,1.0,3,Single,Yes
54,Male,Research & Development,Laboratory Technician,2308.0,3,Travel_Rarely,4,1,3,No,0,7.0,13.0,3,Single,No
40,Female,Sales,Laboratory Technician,7117.0,2,Travel_Frequently,2,4,4,No,10,16.0,15.0,3,Single,No
38,Male,Sales,Research Director,7956.0,2,Travel_Rarely,2,2,4,No,9,11.0,24.0,3,Married,No
42,Female,Research & Development,Sales Representative,,4,Travel_Rarely,4,3,3,No,1,7.0,10.0,3,Married,No
40,Male,Research & Development,Manufacturing Director,5163.0,3,Travel_Rarely,1,3,4,No,8,11.0,21.0,3,Married,Yes
38,Female,Research & Development,Sales Representative,1000.0,2,Non-Travel,3,3,2,No,1,3.0,7.0,4,Single,No
36,Female,Sales,Human Resources,7023.0,2,Travel_Rarely,3,1,3,No,3,8.0,1.0,3,Married,No
35,Female,Sales,Healthcare Representative,8225.0,2,Travel_Rarely,3,2,4,No,1,6.0,2.0,3,Single,Yes
47,Male,Sales,Human Resources,1000.0,2,Travel_Rarely,2,4,2,No,0,5.0,10.0,4,Married,Yes
28,Male,Sales,Sales Executive,4156.0,1,Travel_Frequently,4,2,3,No,1,1.0,3.0,3,Single,No
37,Male,Research & Development,Manager,14668.0,1,Travel_Frequently,2,4,3,No,1,7.0,11.0,3,Married,Yes
31,Male,Sales,Laboratory Technician,6962.0,2,Travel_Rarely,1,3,4,No,2,7.0,30.0,3,Married,No
32,Female,Sales,Sales Executive,10360.0,2,Travel_Rarely,3,2,4,Yes,5,7.0,3.0,3,Married,Yes
35,Male,Research & Development,Research Director,5211.0,4,Travel_Rarely,1,1,3,No,1,7.0,5.0,4,Divorced,No
56,Female,Sales,Sales Executive,1445.0,3,Travel_Frequently,4,1,4,No,0,9.0,1.0,3,Married,Yes
35,Female,Sales,Healthcare Representative,8113.0,2,Travel_Frequently,3,4,2,No,7,9.0,1.0,3,Divorced,No
39,Female,Human Resources,Human Resources,9947.0,2,Travel_Rarely,4,2,3,No,8,11.0,6.0,3,Married,No
38,Female,Research & Development,Human Resources,12925.0,4,Travel_Rarely,3,2,2,Yes,0,6.0,4.0,3,Married,Yes
47,Male,Research & Development,Healthcare Representative,7453.0,3,Non-Travel,4,2,4,No,1,9.0,1.0,3,Single,Yes
35,Female,Research & Development,Healthcare Representative,10513.0,3,Travel_Rarely,2,2,4,No,4,4.0,3.0,3,Single,No
42,Male,Sales,Healthcare Representative,12537.0,4,Non-Travel,2,1,2,No,16,17.0,14.0,3,Divorced,No
41,Female,Sales,Sales Executive,4927.0,4,Travel_Frequently,3,2,2,No,0,5.0,4.0,3,Married,No
51,Female,Research & Development,Manufacturing Director,5211.0,2,Travel_Rarely,3,2,2,No,3,11.0,5.0,3,Divorced,No
18,Female,Research & Development,Research Director,11071.0,3,Travel_Rarely,4,2,2,No,1,7.0,3.0,3,Married,No
36,Female,Research & Development,Manufacturing Director,9390.0,3,Travel_Rarely,4,1,2,Yes,11,16.0,1.0,3,Married,No
31,Male,Sales,Healthcare Representative,6887.0,4,Travel_Rarely,4,3,2,No,7,15.0,8.0,3,Single,Yes
42,Female,Human Resources,Laboratory Technician,1000.0,2,Travel_Rarely,2,4,2,No,1,9.0,13.0,3,Married,Yes
49,Female,Sales,Healthcare Representative,7890.0,4,Travel_Frequently,1,2,2,Yes,1,9.0,7.0,3,Married,Yes
24,Female,Sales,Manufacturing Director,6860.0,1,Travel_Rarely,2,4,2,No,8,9.0,1.0,4,Married,No
28,Male,Research & Development,Sales Representative,4108.0,2,Travel_Rarely,1,4,2,No,1,8.0,5.0,3,Married,No
43,Female,Sales,Human Resources,4358.0,2,Non-Travel,4,4,2,No,6,12.0,4.0,3,Single,No
36,Female,Sales,Research Scientist,1558.0,2,Travel_Rarely,2,3,4,No,10,19.0,16.0,3,Married,No
30,Male,Sales,Manager,15093.0,2,Non-Travel,2,1,1,No,12,16.0,1.0,3,Single,Yes
23,Male,Sales,Research Scientist,11980.0,1,Travel_Rarely,2,2,4,No,0,8.0,4.0,4,Married,No
28,Female,Research & Development,Research Director,7774.0,5,Travel_Frequently,4,3,3,No,0,5.0,5.0,3,Married,No
34,Male,Sales,Sales Representative,4946.0,2,Travel_Frequently,4,4,4,No,1,10.0,13.0,4,Single,No
35,Female,Sales,Research Scientist,9541.0,5,Travel_Frequently,2,1,4,No,0,5.0,2.0,3,Married,No
31,Male,Sales,Manager,2578.0,5,Travel_Rarely,4,4,1,No,1,5.0,4.0,4,Single,No
30,Male,Research & Development,Human Resources,2122.0,2,Travel_Rarely,4,2,4,Yes,1,10.0,3.0,3,Single,Yes
44,Female,Research & Development,Manager,5675.0,3,Travel_Rarely,1,4,4,No,0,7.0,2.0,3,Divorced,No
42,Male,Research & Development,Manufacturing Director,1000.0,5,Travel_Rarely,2,4,3,No,0,8.0,30.0,3,Single,Yes
40,Female,Sales,Healthcare Representative,6785.0,4,Travel_Rarely,1,2,2,Yes,1,4.0,28.0,3,Single,Yes
47,Male,Human Resources,Human Resources,4731.0,2,Travel_Frequently,2,2,2,No,6,10.0,1.0,3,Single,No
27,Female,Research & Development,Laboratory Technician,8083.0,3,Travel_Rarely,2,4,2,No,11,17.0,3.0,3,Divorced,No
18,Female,Research & Development,Healthcare Representative,8784.0,2,Travel_Rarely,2,1,1,No,6,8.0,13.0,3,Married,Yes
49,Female,Sales,Research Scientist,5861.0,3,Travel_Frequently,1,1,2,No,5,10.0,1.0,4,Married,Yes
33,Female,Research & Development,Healthcare Representative,1000.0,5,Travel_Rarely,3,3,1,No,0,3.0,30.0,4,Married,No
41,Female,Sales,Human Resources,3128.0,4,Travel_Frequently,3,1,1,No,2,9.0,3.0,3,Married,Yes
28,Male,Research & Development,Sales Representative,8868.0,3,Travel_Rarely,2,4,3,No,5,5.0,6.0,4,Married,Yes
49,Female,Sales,Human Resources,4976.0,5,Travel_Frequently,1,2,4,No,9,17.0,17.0,3,Single,Yes
34,Male,Sales,Research Director,4777.0,2,Travel_Rarely,3,4,2,No,1,6.0,11.0,3,Married,No
40,Male,Research & Development,Laboratory Technician,3383.0,3,Non-Travel,2,1,2,Yes,2,7.0,14.0,3,Single,Yes
31,Male,Sales,Research Scientist,2019.0,2,Travel_Rarely,1,4,2,No,6,14.0,1.0,3,Married,Yes
43,Female,Sales,Research Director,12631.0,4,Travel_Frequently,3,2,1,Yes,1,1.0,9.0,3,Married,Yes
46,Male,Sales,Laboratory Technician,9540.0,2,Travel_Rarely,4,1,4,No,0,8.0,8.0,3,Divorced,No
31,Male,Sales,Research Director,9942.0,4,Travel_Rarely,2,4,2,No,0,6.0,2.0,4,Single,No
36,Female,Sales,Sales Executive,3935.0,3,Travel_Rarely,3,3,2,No,8,13.0,7.0,3,Single,Yes
36,Female,Research & Development,Sales Representative,6490.0,2,Travel_Rarely,3,4,4,No,0,5.0,7.0,3,Married,No
40,Female,Research & Development,Manufacturing Director,5554.0,3,Non-Travel,2,1,3,Yes,2,6.0,1.0,3,Married,Yes
41,Male,Research & Development,Manager,1000.0,5,Travel_Rarely,4,1,4,No,31,31.0,14.0,4,Divorced,Yes
41,Male,Research & Development,Laboratory Technician,10787.0,3,Travel_Frequently,1,3,2,No,1,2.0,14.0,3,Married,Yes
31,Male,Human Resources,Research Scientist,7548.0,1,Travel_Frequently,1,3,2,No,8,12.0,8.0,3,Single,Yes
40,Male,Sales,Laboratory Technician,3122.0,4,Travel_Frequently,4,4,3,No,10,15.0,5.0,3,Single,No
41,Male,Sales,Healthcare Representative,9379.0,1,Travel_Rarely,4,2,2,No,2,10.0,1.0,3,Married,No
32,Female,Human Resources,Human Resources,4557.0,4,Non-Travel,4,4,2,Yes,31,39.0,3.0,3,Single,No
53,Male,Research & Development,Manufacturing Director,10436.0,2,Travel_Frequently,3,1,3,No,1,,3.0,3,Single,No
38,Female,Sales,Healthcare Representative,4285.0,3,Travel_Frequently,4,1,1,No,15,18.0,24.0,3,Married,No
43,Male,Human Resources,Sales Executive,9159.0,2,Travel_Frequently,3,1,2,No,7,9.0,19.0,4,Single,Yes
22,Male,Research & Development,Healthcare Representative,5333.0,5,Travel_Rarely,3,3,4,No,3,6.0,1.0,3,Married,No
20,Male,Research & Development,Laboratory Technician,7893.0,2,Non-Travel,4,4,4,Yes,0,8.0,3.0,3,Single,Yes
34,Female,Research & Development,Human Resources,1545.0,3,Travel_Rarely,2,4,4,No,19,21.0,2.0,3,Divorced,No
30,Female,Sales,Sales Representative,2958.0,3,Travel_Frequently,1,1,2,No,1,4.0,16.0,3,Single,Yes
24,Female,Sales,Manufacturing Director,2139.0,3,Travel_Rarely,4,3,4,No,19,20.0,7.0,3,Single,No
40,Male,Research & Development,Manufacturing Director,13423.0,2,Non-Travel,2,4,1,Yes,18,26.0,1.0,3,Married,Yes
31,Male,Sales,Research Scientist,8973.0,5,Travel_Rarely,1,3,1,No,0,6.0,2.0,3,Single,No
28,Female,Sales,Healthcare Representative,13604.0,4,Travel_Rarely,1,2,1,No,0,5.0,6.0,4,Married,No
49,Female,Research & Development,Sales Executive,5239.0,4,Travel_Rarely,2,2,2,Yes,0,5.0,2.0,3,Single,No
26,Male,Human Resources,Manufacturing Director,10258.0,2,Non-Travel,3,3,3,Yes,4,6.0,5.0,3,Married,No
52,Male,Human Resources,Sales Representative,4854.0,3,Travel_Rarely,1,2,4,Yes,4,8.0,2.0,4,Married,Yes
18,Female,Human Resources,Sales Representative,1000.0,2,Travel_Rarely,2,2,2,No,6,14.0,5.0,3,Married,Yes
34,Female,Research & Development,Laboratory Technician,9006.0,3,Travel_Frequently,4,3,4,Yes,4,12.0,1.0,3,Single,No
36,Female,Sales,Manager,5205.0,4,Travel_Rarely,4,1,3,Yes,16,19.0,26.0,4,Single,Yes
29,Male,Sales,Research Director,5734.0,3,Travel_Rarely,3,2,2,No,5,14.0,20.0,3,Single,Yes
46,Female,Research & Development,Laboratory Technician,7671.0,3,Travel_Rarely,4,1,1,No,1,9.0,7.0,3,Single,No
37,Female,Research & Development,Sales Executive,1946.0,5,Non-Travel,4,3,4,No,1,6.0,27.0,3,Divorced,Yes
25,Male,Research & Development,Healthcare Representative,6607.0,3,Travel_Rarely,4,1,3,No,5,9.0,3.0,4,Divorced,No
41,Male,Research & Development,Manager,10567.0,2,Travel_Frequently,1,3,1,No,4,12.0,1.0,3,Married,Yes
42,Female,Research & Development,Healthcare Representative,9005.0,3,Travel_Rarely,4,2,4,No,9,15.0,26.0,4,Married,Yes
28,Male,Sales,Research Scientist,6010.0,3,Non-Travel,1,2,4,No,10,10.0,3.0,3,Single,Yes
20,Male,Research & Development,Sales Executive,1000.0,3,Travel_Rarely,2,3,1,No,3,9.0,3.0,3,Married,Yes
38,Male,Sales,Laboratory Technician,7517.0,3,Travel_Rarely,1,4,2,Yes,14,23.0,1.0,3,Single,Yes
40,Female,Sales,Sales Executive,1710.0,2,Travel_Rarely,2,4,3,No,1,5.0,1.0,3,Married,Yes
24,Female,Research & Development,Human Resources,7700.0,2,Travel_Frequently,2,3,2,No,1,10.0,2.0,3,Single,Yes
42,Female,Research & Development,Research Scientist,6446.0,3,Non-Travel,2,2,2,Yes,0,2.0,3.0,3,Divorced,Yes
31,Male,Sales,Healthcare Representative,7861.0,2,Travel_Frequently,3,2,4,Yes,0,3.0,9.0,3,Married,No
58,Female,Research & Development,Healthcare Representative,5107.0,1,Travel_Rarely,1,3,3,No,3,7.0,10.0,3,Married,Yes
36,Female,Sales,Research Scientist,14899.0,4,Travel_Frequently,4,2,4,No,21,25.0,8.0,3,Married,No
24,Female,Research & Development,Laboratory Technician,7238.0,2,Travel_Rarely,1,1,4,Yes,17,17.0,1.0,3,Single,Yes
37,Female,Sales,Research Scientist,10386.0,2,Travel_Frequently,4,2,2,Yes,2,5.0,11.0,3,Single,Yes
23,Female,Sales,Research Director,4513.0,2,Travel_Rarely,2,2,4,Yes,2,10.0,6.0,4,Married,Yes
46,Female,Sales,Research Director,4997.0,4,Travel_Frequently,1,3,2,Yes,6,14.0,11.0,3,Single,Yes
44,Male,Research & Development,Research Director,5449.0,1,Travel_Frequently,3,3,2,Yes,0,5.0,1.0,4,Married,Yes
45,Female,Research & Development,Research Scientist,1000.0,3,Travel_Frequently,4,3,4,Yes,2,7.0,1.0,3,Married,Yes
45,Female,Sales,Sales Executive,8417.0,3,Travel_Rarely,3,2,3,No,24,25.0,17.0,3,Single,No
46,Female,Sales,Laboratory Technician,3745.0,4,Travel_Rarely,2,1,3,Yes,2,2.0,17.0,3,Married,Yes
25,Male,Research & Development,Healthcare Representative,7499.0,4,Travel_Rarely,4,1,3,Yes,1,1.0,3.0,3,Divorced,Yes
36,Female,Research & Development,Sales Representative,7475.0,2,Travel_Rarely,2,4,1,Yes,1,4.0,8.0,3,Married,No
34,Male,Sales,Sales Representative,4278.0,3,Travel_Frequently,4,2,4,No,12,18.0,,3,Divorced,No
24,Female,Sales,Research Director,9403.0,3,Travel_Frequently,4,1,1,Yes,4,12.0,1.0,3,Married,Yes
58,Male,Research & Development,Sales Representative,10166.0,4,Travel_Rarely,2,2,2,No,6,6.0,9.0,4,Single,Yes
31,Female,Sales,Research Scientist,1000.0,4,Non-Travel,3,4,4,Yes,2,10.0,11.0,3,Single,Yes
35,Female,Sales,Human Resources,9800.0,2,Travel_Frequently,4,3,2,Yes,2,6.0,23.0,3,Single,Yes
38,Female,Research & Development,Healthcare Representative,6903.0,4,Travel_Rarely,1,3,1,No,10,15.0,2.0,3,Married,No
33,Male,Research & Development,Sales Executive,6838.0,4,Travel_Frequently,1,2,2,No,4,9.0,7.0,3,Single,Yes
45,Male,Human Resources,Laboratory Technician,2012.0,4,Non-Travel,4,3,3,Yes,14,20.0,1.0,3,Married,No
42,Male,Sales,Manager,9875.0,3,Travel_Rarely,4,3,3,Yes,3,4.0,5.0,3,Single,Yes
38,Male,Sales,Manufacturing Director,5061.0,3,Travel_Frequently,3,1,3,Yes,7,13.0,1.0,3,Single,No
37,Female,Human Resources,Research Director,8582.0,4,Travel_Rarely,4,2,1,No,1,9.0,1.0,3,Single,No
33,Male,Research & Development,Human Resources,10732.0,5,Travel_Frequently,1,2,3,No,10,16.0,10.0,3,Divorced,No
43,Male,Sales,Sales Executive,1829.0,3,Travel_Rarely,1,1,4,Yes,1,9.0,9.0,3,Single,Yes
28,Male,Research & Development,Manufacturing Director,4285.0,3,Travel_Rarely,1,2,1,No,6,12.0,1.0,3,Divorced,No
32,Female,Sales,Research Director,10467.0,5,Travel_Rarely,4,2,2,No,2,2.0,2.0,3,Married,Yes
45,Male,Research & Development,Sales Executive,12605.0,3,Travel_Rarely,3,4,4,No,3,12.0,2.0,3,Divorced,No
42,Male,Sales,Manager,7919.0,3,Travel_Rarely,3,2,4,No,0,5.0,5.0,3,Married,Yes
42,Female,Research & Development,Sales Representative,10331.0,3,Travel_Rarely,1,1,2,No,0,8.0,18.0,3,Single,No
34,Male,Research & Development,Research Director,4100.0,4,Travel_Frequently,3,1,2,No,1,2.0,3.0,3,Single,Yes
29,Female,Research & Development,Sales Executive,1964.0,3,Travel_Rarely,2,1,4,No,1,4.0,3.0,3,Single,No
29,Male,Sales,Sales Representative,7944.0,2,Travel_Rarely,4,2,2,No,6,8.0,2.0,3,Single,No
42,Female,Research & Development,Laboratory Technician,1000.0,3,Travel_Rarely,2,2,1,No,6,9.0,2.0,3,Divorced,Yes
44,Female,Human Resources,Manufacturing Director,1000.0,2,Travel_Rarely,3,1,2,Yes,2,8.0,5.0,3,Divorced,No
49,Female,Sales,Sales Executive,7966.0,4,Travel_Rarely,4,2,3,No,2,,8.0,3,Single,Yes
45,Female,Sales,Laboratory Technician,6213.0,5,Travel_Rarely,4,3,3,No,6,15.0,6.0,3,Single,Yes
48,Male,Human Resources,Human Resources,5766.0,2,Travel_Rarely,3,4,2,Yes,17,26.0,29.0,3,Divorced,No
34,Female,Sales,Laboratory Technician,10498.0,3,Travel_Frequently,2,3,2,No,4,7.0,2.0,3,Married,No
38,Male,Research & Development,Manager,10869.0,2,Travel_Rarely,1,4,3,Yes,16,16.0,5.0,3,Single,Yes
23,Male,Research & Development,Human Resources,1000.0,2,Travel_Frequently,2,3,1,No,8,9.0,1.0,3,Divorced,No
35,Female,Human Resources,Manager,13913.0,2,Travel_Frequently,2,4,2,Yes,16,23.0,21.0,3,Married,No
27,Male,Sales,Manufacturing Director,1177.0,3,Non-Travel,2,3,4,No,5,7.0,1.0,3,Married,No
39,Female,Sales,Human Resources,9432.0,5,Non-Travel,1,4,3,No,1,2.0,6.0,4,Married,Yes
30,Female,Sales,Research Scientist,6259.0,4,Non-Travel,1,1,2,No,3,12.0,1.0,4,Single,No
56,Male,Human Resources,Research Scientist,5587.0,4,Travel_Frequently,1,2,3,No,0,1.0,4.0,3,Single,Yes
33,Male,Sales,Manufacturing Director,8174.0,3,Travel_Rarely,1,4,3,No,5,8.0,3.0,4,Married,No
39,Female,Research & Development,Human Resources,1000.0,3,Travel_Rarely,4,4,2,No,0,9.0,1.0,4,Married,No
30,Female,Sales,Human Resources,8057.0,1,Travel_Rarely,1,4,2,Yes,6,7.0,2.0,4,Single,Yes
39,Male,Research & Development,Sales Executive,9796.0,3,Travel_Rarely,3,4,3,No,2,8.0,14.0,3,Married,No
35,Female,Research & Development,Human Resources,1000.0,4,Travel_Frequently,2,4,1,No,3,3.0,21.0,3,Married,Yes
27,Female,Sales,Manufacturing Director,1000.0,4,Travel_Rarely,3,2,2,No,4,12.0,4.0,3,Married,Yes
26,Male,Research & Development,Human Resources,1000.0,4,Travel_Rarely,2,4,1,Yes,8,14.0,7.0,3,Single,Yes
34,Female,Research & Development,Laboratory Technician,7869.0,4,Travel_Rarely,1,3,3,No,4,11.0,1.0,3,Single,Yes
52,Female,Human Resources,Healthcare Representative,4840.0,3,Travel_Rarely,1,2,2,No,2,5.0,12.0,3,Single,Yes
32,Male,Research & Development,Manager,10025.0,3,Travel_Frequently,2,2,2,No,12,21.0,2.0,3,Married,No
31,Female,Sales,Laboratory Technician,5206.0,1,Travel_Frequently,1,2,1,Yes,4,4.0,6.0,3,Single,Yes
31,Female,Sales,Research Director,1000.0,3,Travel_Rarely,2,1,3,Yes,12,12.0,1.0,3,Married,Yes
34,Male,Human Resources,Sales Representative,1000.0,1,Non-Travel,2,2,4,No,6,10.0,20.0,3,Single,No
38,Female,Sales,Research Director,4842.0,3,Travel_Frequently,2,2,2,No,0,8.0,3.0,4,Single,Yes
32,Female,Sales,Human Resources,9944.0,3,Travel_Rarely,3,4,2,No,6,13.0,17.0,3,Single,No
26,Male,Research & Development,Laboratory Technician,9395.0,3,Travel_Rarely,4,1,1,No,0,,7.0,3,Married,Yes
34,Male,Research & Development,Laboratory Technician,12013.0,1,Travel_Rarely,4,2,4,No,2,2.0,30.0,3,Single,No
18,Female,Sales,Sales Executive,1000.0,2,Travel_Frequently,3,1,2,No,0,6.0,17.0,3,Single,No
34,Male,Sales,Manager,4193.0,3,Travel_Rarely,2,3,4,No,10,17.0,15.0,3,Single,Yes
40,Male,Sales,Manager,6681.0,2,Travel_Frequently,2,4,1,No,2,2.0,4.0,3,Married,No
18,Male,Sales,Human Resources,11620.0,5,Travel_Rarely,2,4,3,No,0,6.0,15.0,3,Married,No
35,Female,Research & Development,Sales Executive,8037.0,1,Non-Travel,4,1,1,No,1,1.0,8.0,3,Married,Yes
18,Male,Sales,Research Scientist,7337.0,3,Travel_Frequently,1,3,1,No,0,0.0,5.0,3,Divorced,No
37,Female,Research & Development,Manager,8990.0,2,Travel_Rarely,4,2,2,No,5,6.0,8.0,3,Married,Yes
34,Female,Sales,Human Resources,1000.0,2,Travel_Rarely,1,4,3,No,0,5.0,7.0,3,Single,No
41,Female,Research & Development,Laboratory Technician,1000.0,2,Travel_Rarely,2,3,3,Yes,4,12.0,1.0,3,Single,Yes
37,Male,Research & Development,Laboratory Technician,1000.0,4,Travel_Frequently,1,2,1,Yes,0,4.0,1.0,3,Divorced,No
39,Female,Sales,Manufacturing Director,5547.0,3,Travel_Rarely,4,2,1,No,4,5.0,5.0,3,Married,Yes
28,Female,Sales,Laboratory Technician,11083.0,3,Travel_Frequently,1,3,2,No,1,1.0,18.0,3,Single,No
49,Male,Sales,Laboratory Technician,14730.0,2,Non-Travel,3,1,1,Yes,5,11.0,5.0,3,Married,Yes
60,Male,Research & Development,Manufacturing Director,1000.0,4,Travel_Rarely,2,3,4,Yes,1,10.0,7.0,3,Single,Yes
38,Male,Sales,Laboratory Technician,1886.0,1,Travel_Frequently,3,2,1,No,1,1.0,18.0,3,Single,Yes
33,Female,Research & Development,Research Scientist,1060.0,4,Travel_Rarely,3,4,1,No,1,10.0,4.0,3,Married,No
24,Male,Human Resources,Manager,4570.0,3,Travel_Frequently,2,4,4,No,10,16.0,14.0,3,Single,Yes
27,Female,Sales,Manufacturing Director,5892.0,2,Travel_Rarely,4,3,3,No,1,2.0,4.0,4,Married,No
34,Male,Sales,Research Scientist,2925.0,2,Travel_Rarely,1,1,1,Yes,5,8.0,5.0,4,Single,Yes
43,Male,Sales,Sales Executive,7514.0,4,Travel_Rarely,4,1,2,No,1,10.0,5.0,3,Married,No
49,Female,Research & Development,Research Scientist,13666.0,2,Non-Travel,3,1,3,Yes,3,7.0,12.0,3,Married,Yes
33,Female,Sales,Human Resources,3633.0,4,Travel_Rarely,3,2,2,No,9,9.0,7.0,3,Single,No
49,Female,Sales,Healthcare Representative,7003.0,2,Travel_Rarely,3,1,4,No,8,16.0,13.0,3,Married,No
38,Female,Sales,Manufacturing Director,13113.0,5,Travel_Rarely,4,3,1,No,5,5.0,5.0,3,Single,No
27,Male,Research & Development,Research Scientist,14956.0,5,Travel_Frequently,2,1,4,Yes,29,33.0,2.0,3,Married,No
